Идентификационный ключ инцидента операционного риска,Идентификатор события,Статус события,Признак авторегистрации инцидента,Кем выявлено событие,Название источника,Тип источника инцидента (уровень 1),Тип источника инцидента (уровень 2),Тип события – уровень 1,Тип события – уровень 2,Дата обнаружения (Событие),Дата начала инцидента операционного риска,Дата ввода (Событие),Дата первого подтверждения,Дата последнего подтверждения,Идентификатор профиля риска,Наименование профиля риска,Тип клиента,Количество ошибок,Номер заявки,Номер договора,Идентификатор договора,Предварительное описание,Подробное описание,Идентификатор оргструктуры,Орг. структура – уровень 2 (Терр. структура / Департамент ДЗО),Орг. структура – уровень 3 (Блок / ТБ / ПЦП),Орг. структура – уровень 4 (Дивизион / Департамент),Орг. структура – уровень 5,Орг. структура – уровень 6,Орг. структура – уровень 7,Орг. структура – уровень 8,Орг. структура – уровень 9,Орг. структура – уровень 10,Идентификатор функционального блока,Функциональный блок – уровень 2,Функциональный блок – уровень 3,Функциональный блок – уровень 4,Процесс – уровень 1,Процесс – уровень 2,Процесс – уровень 3,Процесс – уровень 4 (Наименование процесса),Клиентский путь – уровень 4,Идентификационный ключ направления деятельности,Направление деятельности банка,Поднаправление деятельности банка,Связь с ИБ-риском,Связь с риском информационных систем,Связь с поведенческим риском,Связь с модельным риском,Общая сумма всех последствий (руб.),Прямая потеря – итого (руб.),Прямая потеря – с кредитным риском (руб.),Прямая потеря – без кредитного риска (руб.),Косвенная потеря – итого (руб.),Косвенная потеря – с кредитным риском (руб.),Косвенная потеря – без кредитного риска (руб.),Нереализовавшаяся потеря – итого (руб.),Нереализовавшаяся потеря – с кредитным риском (руб.),Нереализовавшаяся потеря – без кредитного риска (руб.),Потеря третьих лиц – итого (руб.),Потеря третьих лиц – с кредитным риском (руб.),Потеря третьих лиц – без кредитного риска (руб.),Прибыль – итого (руб.),Прибыль – с кредитным риском (руб.),Прибыль – без кредитного риска (руб.),Возмещение – итого по инциденту (руб.)
3361057405554563345,EVE-5150986,Возмещение,N,Система мониторинга,РКО ФЛ,Внутренняя система,Сервер авторизации,Ошибка ввода данных,Технический сбой,02.01.2025,02.01.2025,02.01.2025,02.01.2025,02.01.2025,RP-08,Информационная безопасность,Физическое лицо,1,REQ-601532,AGR-387114,AGR-SID-793038,Описание инцидента операционного риска,Подробное описание инцидента операционного риска,ORG-7569,ПАО Сбербанк,Среднерусский банк,Отделение,,,,,,,FB-629,Розничный бизнес,Депозиты и расчеты,РКО ФЛ,РКО,РКО ФЛ,Проведение платежа,Депозиты ФЛ,Платежи и переводы,BA-855,Розничные банковские услуги,РКО ФЛ,N,N,Y,N,2361881.45,2361881.45,,2361881.45,,,,,,,,,,,,,783480.28
7490404310699579193,EVE-5117482,Утверждён,N,Система мониторинга,РКО ФЛ,Внутренняя система,Сервер авторизации,Действия третьих лиц,Технический сбой,02.01.2025,02.01.2025,02.01.2025,02.01.2025,02.01.2025,RP-08,Информационная безопасность,Физическое лицо,4,REQ-514089,AGR-785885,AGR-SID-237981,Описание инцидента операционного риска,Подробное описание инцидента операционного риска,ORG-3692,ПАО Сбербанк,Среднерусский банк,Отделение,,,,,,,FB-533,Розничный бизнес,Депозиты и расчеты,РКО ФЛ,РКО,РКО ФЛ,Проведение платежа,Депозиты ФЛ,Платежи и переводы,BA-467,Розничные банковские услуги,РКО ФЛ,N,N,N,N,3955197.93,3955197.93,,3955197.93,,,,,,,,,,,,,1540951.3
3597328016220051475,EVE-5717991,Утверждён,N,Система мониторинга,РКО ФЛ,Внутренняя система,Сервер авторизации,Внутреннее мошенничество,Технический сбой,01.01.2025,01.01.2025,01.01.2025,01.01.2025,01.01.2025,RP-08,Информационная безопасность,Физическое лицо,4,REQ-822820,AGR-650552,AGR-SID-455794,Описание инцидента операционного риска,Подробное описание инцидента операционного риска,ORG-6688,ПАО Сбербанк,Уральский банк,Отделение,,,,,,,FB-117,Розничный бизнес,Депозиты и расчеты,РКО ФЛ,РКО,РКО ФЛ,Проведение платежа,Депозиты ФЛ,Платежи и переводы,BA-447,Розничные банковские услуги,РКО ФЛ,Y,N,Y,Y,4786964.06,4786964.06,,4786964.06,,,,,,,,,,,,,849228.71
8039543225327463399,EVE-5930954,Утверждение,Y,Система мониторинга,РКО ФЛ,Внутренняя система,Сервер авторизации,Ошибка ввода данных,Технический сбой,01.01.2025,01.01.2025,01.01.2025,01.01.2025,01.01.2025,RP-08,Информационная безопасность,Физическое лицо,2,REQ-536962,AGR-987191,AGR-SID-590883,Описание инцидента операционного риска,Подробное описание инцидента операционного риска,ORG-1985,ПАО Сбербанк,Среднерусский банк,Отделение,,,,,,,FB-345,Розничный бизнес,Депозиты и расчеты,РКО ФЛ,РКО,РКО ФЛ,Проведение платежа,Потребительское кредитование,Платежи и переводы,BA-906,Розничные банковские услуги,РКО ФЛ,Y,N,Y,N,206323.73,206323.73,,206323.73,,,,,,,,,,,,,76114.97
8584373209583896724,EVE-5235085,Закрыт,Y,Система мониторинга,РКО ФЛ,Внутренняя система,Сервер авторизации,Действия третьих лиц,Технический сбой,02.01.2025,02.01.2025,02.01.2025,02.01.2025,02.01.2025,RP-08,Информационная безопасность,Физическое лицо,5,REQ-701048,AGR-889399,AGR-SID-614468,Описание инцидента операционного риска,Подробное описание инцидента операционного риска,ORG-3720,ПАО Сбербанк,Юго-Западный банк,Отделение,,,,,,,FB-230,Розничный бизнес,Депозиты и расчеты,РКО ФЛ,РКО,РКО ФЛ,Проведение платежа,Кредитные карты,Платежи и переводы,BA-985,Розничные банковские услуги,РКО ФЛ,N,Y,Y,Y,,,,,,,,,,,,,,,,,
8884719569598493434,EVE-5955242,Возмещение,Y,Система мониторинга,РКО ФЛ,Внутренняя система,Сервер авторизации,Ошибка ввода данных,Технический сбой,02.01.2025,02.01.2025,02.01.2025,02.01.2025,02.01.2025,RP-08,Информационная безопасность,Физическое лицо,2,REQ-127040,AGR-171639,AGR-SID-540524,Описание инцидента операционного риска,Подробное описание инцидента операционного риска,ORG-7471,ПАО Сбербанк,Сибирский банк,Отделение,,,,,,,FB-724,Розничный бизнес,Депозиты и расчеты,РКО ФЛ,РКО,РКО ФЛ,Проведение платежа,Дебетовые карты,Платежи и переводы,BA-884,Розничные банковские услуги,РКО ФЛ,N,Y,Y,Y,4040517.47,4040517.47,,4040517.47,,,,,,,,,,,,,761889.69
8175696298851478099,EVE-5058137,Утверждение,Y,Система мониторинга,РКО ФЛ,Внутренняя система,Сервер авторизации,Внутреннее мошенничество,Технический сбой,01.01.2025,01.01.2025,01.01.2025,01.01.2025,01.01.2025,RP-08,Информационная безопасность,Физическое лицо,1,REQ-814070,AGR-284926,AGR-SID-240394,Описание инцидента операционного риска,Подробное описание инцидента операционного риска,ORG-7447,ПАО Сбербанк,Среднерусский банк,Отделение,,,,,,,FB-176,Розничный бизнес,Депозиты и расчеты,РКО ФЛ,РКО,РКО ФЛ,Проведение платежа,РКО ФЛ,Платежи и переводы,BA-164,Розничные банковские услуги,РКО ФЛ,Y,N,Y,N,3818770.64,3818770.64,,3818770.64,,,,,,,,,,,,,1249196.07
2648816151287356669,EVE-5182012,Черновик,N,Система мониторинга,РКО ФЛ,Внутренняя система,Сервер авторизации,Действия третьих лиц,Технический сбой,02.01.2025,02.01.2025,02.01.2025,02.01.2025,02.01.2025,RP-08,Информационная безопасность,Физическое лицо,4,REQ-761819,AGR-584609,AGR-SID-267058,Описание инцидента операционного риска,Подробное описание инцидента операционного риска,ORG-7881,ПАО Сбербанк,Дальневосточный банк,Отделение,,,,,,,FB-609,Розничный бизнес,Депозиты и расчеты,РКО ФЛ,РКО,РКО ФЛ,Проведение платежа,РКО ФЛ,Платежи и переводы,BA-772,Розничные банковские услуги,РКО ФЛ,Y,Y,N,N,998452.64,998452.64,,998452.64,,,,,,,,,,,,,377561.93
2500980491179987627,EVE-5707454,Исследование,Y,Система мониторинга,РКО ФЛ,Внутренняя система,Сервер авторизации,Ошибки персонала,Технический сбой,01.01.2025,01.01.2025,01.01.2025,01.01.2025,01.01.2025,RP-08,Информационная безопасность,Физическое лицо,4,REQ-494354,AGR-911276,AGR-SID-530008,Описание инцидента операционного риска,Подробное описание инцидента операционного риска,ORG-5424,ПАО Сбербанк,Московский банк,Отделение,,,,,,,FB-825,Розничный бизнес,Депозиты и расчеты,РКО ФЛ,РКО,РКО ФЛ,Проведение платежа,Дебетовые карты,Платежи и переводы,BA-305,Розничные банковские услуги,РКО ФЛ,N,Y,N,N,1286311.05,1286311.05,,1286311.05,,,,,,,,,,,,,376244.77
2457759809927811131,EVE-5119457,Исследование,N,Система мониторинга,РКО ФЛ,Внутренняя система,Сервер авторизации,Ошибка ввода данных,Технический сбой,01.01.2025,01.01.2025,01.01.2025,01.01.2025,01.01.2025,RP-08,Информационная безопасность,Физическое лицо,4,REQ-762618,AGR-746181,AGR-SID-770318,Описание инцидента операционного риска,Подробное описание инцидента операционного риска,ORG-7402,ПАО Сбербанк,Поволжский банк,Отделение,,,,,,,FB-121,Розничный бизнес,Депозиты и расчеты,РКО ФЛ,РКО,РКО ФЛ,Проведение платежа,Ипотечное кредитование,Платежи и переводы,BA-919,Розничные банковские услуги,РКО ФЛ,Y,Y,Y,Y,2132184.34,2132184.34,,2132184.34,,,,,,,,,,,,,572953.74
